iter	Logloss
337	0.5062861099
338	0.5062587252
339	0.506229626
340	0.5062018685
341	0.5061683535
342	0.5061369206
343	0.5061017816
344	0.5060672066
345	0.5060355399
346	0.5059995578
347	0.5059716838
348	0.5059402107
349	0.505906215
350	0.5058758755
351	0.505844402
352	0.5058150192
353	0.5057847206
354	0.5057547339
355	0.5057211453
356	0.5056914161
357	0.5056622057
358	0.5056370685
359	0.5056032641
360	0.505575328
361	0.5055411093
362	0.5055122012
363	0.5054771134
364	0.5054500036
365	0.5054223933
366	0.5053942429
367	0.5053653308
368	0.5053336836
369	0.5053041978
370	0.5052770193
371	0.5052462459
372	0.5052189896
373	0.5051853347
374	0.5051534731
375	0.505122431
376	0.5050860088
377	0.5050563158
378	0.5050307506
379	0.5050019308
380	0.5049727135
381	0.5049458566
382	0.504918597
383	0.5048911985
384	0.5048638576
385	0.5048388905
386	0.5048052147
387	0.5047784122
388	0.5047488798
389	0.504720086
390	0.5046952516
391	0.5046697886
392	0.5046361466
393	0.5046097539
394	0.5045781058
395	0.5045496818
396	0.5045179428
397	0.5044888552
398	0.5044651867
399	0.5044399838
400	0.5044133419
401	0.5043880436
402	0.5043636548
403	0.5043338781
404	0.5043073912
405	0.5042793611
406	0.5042485519
407	0.5042232181
408	0.504195807
409	0.5041668335
410	0.5041410593
411	0.5041218438
412	0.5040962009
413	0.5040729725
414	0.504047502
415	0.5040216182
416	0.5039975129
417	0.5039702054
418	0.5039442847
419	0.5039162276
420	0.5038839725
421	0.5038583326
422	0.5038310094
423	0.5038070576
424	0.5037753972
425	0.5037505374
426	0.5037254029
427	0.50369716
428	0.5036671535
429	0.5036385365
430	0.5036105962
431	0.5035803584
432	0.5035519032
433	0.5035280369
434	0.5035071085
435	0.5034823411
436	0.5034581481
437	0.5034328711
438	0.5034031694
439	0.5033769728
440	0.5033505767
441	0.5033196638
442	0.5032923372
443	0.5032640771
444	0.5032389624
445	0.5032057436
446	0.5031831416
447	0.5031541278
448	0.5031256726
449	0.5031030846
450	0.5030798542
451	0.5030491048
452	0.5030226225
453	0.502997508
454	0.5029708926
455	0.502945634
456	0.5029205593
457	0.5028936241
458	0.5028681655
459	0.5028428687
460	0.5028122036
461	0.5027862674
462	0.5027567996
463	0.5027291821
464	0.5027081414
465	0.5026827155
466	0.5026584572
467	0.5026326409
468	0.50261068
469	0.5025896541
470	0.5025601828
471	0.5025330918
472	0.5025083945
473	0.5024838558
474	0.5024554325
475	0.5024311255
476	0.502405768
477	0.5023832743
478	0.5023581397
479	0.5023305315
480	0.5023015123
481	0.5022775528
482	0.5022505459
483	0.5022171885
484	0.5021921819
485	0.5021691227
486	0.5021416303
487	0.5021161185
488	0.502092993
489	0.5020631167
490	0.5020340084
491	0.5020090592
492	0.5019837058
493	0.5019543602
494	0.5019332529
495	0.5019076905
496	0.5018804447
497	0.5018519628
498	0.5018313701
499	0.5018066636
500	0.5017847803
501	0.501761567
502	0.501732823
503	0.501710169
504	0.5016856254
505	0.5016566617
506	0.501633421
507	0.50161154
508	0.5015895388
509	0.5015661785
510	0.5015381537
511	0.5015068898
512	0.5014791521
513	0.5014578943
514	0.5014302897
515	0.501406734
516	0.5013842495
517	0.5013598294
518	0.5013401062
519	0.5013118489
520	0.5012873988
521	0.5012681196
522	0.5012440451
523	0.5012209574
524	0.5011974771
525	0.5011703045
526	0.5011442047
527	0.5011182746
528	0.5010921236
529	0.5010628433
530	0.5010364715
531	0.5010192088
532	0.5009960545
533	0.5009700802
534	0.500948453
535	0.500925961
536	0.5009015052
537	0.5008784093
538	0.5008539485
539	0.5008309775
540	0.5008078138
541	0.5007846578
542	0.5007613502
543	0.5007339226
544	0.5007143538
545	0.5006849894
546	0.5006591894
547	0.500632007
548	0.500607871
549	0.5005827048
550	0.5005529254
551	0.5005282289
552	0.5005071279
553	0.5004835579
554	0.5004574433
555	0.5004310134
556	0.5004072385
557	0.5003809799
558	0.5003549738
559	0.5003296282
560	0.5003066979
561	0.5002787806
562	0.5002524043
563	0.5002264515
564	0.5002047545
565	0.5001826453
566	0.5001571031
567	0.5001381891
568	0.5001127469
569	0.5000945056
570	0.5000750206
571	0.5000555123
572	0.5000314959
573	0.5000097235
574	0.4999896047
575	0.4999679409
576	0.4999441
577	0.4999214443
578	0.499899998
579	0.4998762588
580	0.4998504023
581	0.4998265972
582	0.4998040062
583	0.4997831635
584	0.4997582496
585	0.4997346377
586	0.4997117819
587	0.4996825086
588	0.4996543846
589	0.4996275991
590	0.4996081821
591	0.4995884792
592	0.4995635468
593	0.4995433328
594	0.4995196145
595	0.4994987079
596	0.4994751806
597	0.4994499132
598	0.4994280528
599	0.4994052032
600	0.499381478
601	0.4993595134
602	0.4993312838
603	0.499306179
604	0.499281023
605	0.4992591175
606	0.4992375498
607	0.4992134573
608	0.4991874523
609	0.4991644364
610	0.4991396898
611	0.4991206479
612	0.4990966305
613	0.4990693394
614	0.4990456049
615	0.4990203629
616	0.4989977392
617	0.4989783522
618	0.4989560546
619	0.4989315124
620	0.4989104623
621	0.4988855015
622	0.4988585513
623	0.4988360161
624	0.498812002
625	0.4987891188
626	0.4987615921
627	0.4987405404
628	0.4987249584
629	0.4986990103
630	0.4986857844
631	0.4986617833
632	0.4986386047
633	0.4986149639
634	0.4985908777
635	0.4985697706
636	0.4985502439
637	0.4985336024
638	0.4985157951
639	0.4984950867
640	0.4984690489
641	0.4984440573
642	0.4984187621
643	0.4983923944
644	0.4983704557
645	0.4983501166
646	0.4983263039
647	0.4983042035
648	0.498285801
649	0.4982598553
650	0.4982375272
651	0.4982147456
652	0.4981931976
653	0.4981734024
654	0.4981511477
655	0.4981293304
656	0.4981044197
657	0.4980803928
658	0.4980586797
659	0.4980399452
660	0.4980178155
661	0.4979924599
662	0.4979722646
663	0.4979543395
664	0.4979286883
665	0.4979103532
666	0.4978865844
667	0.4978601476
668	0.4978378528
669	0.4978155005
670	0.4977958976
671	0.4977729228
672	0.4977473944
673	0.4977255368
674	0.4977040021
675	0.4976799507
676	0.4976606377
677	0.4976385003
678	0.4976162773
679	0.4975946752
680	0.4975733089
681	0.4975492298
682	0.4975314356
683	0.4975105305
684	0.4974882328
685	0.497468966
686	0.4974501408
687	0.4974280542
688	0.4974090446
689	0.4973828136
690	0.4973641117
691	0.4973395768
692	0.4973189883
693	0.4972966598
694	0.4972735438
695	0.497245562
696	0.497222831
697	0.4971965218
698	0.4971766484
699	0.497153969
700	0.4971301621
701	0.4971073807
702	0.4970810751
703	0.4970564697
704	0.4970310518
705	0.4970039339
706	0.4969785854
707	0.4969600043
708	0.4969403231
709	0.4969203326
710	0.4969011576
711	0.4968803232
712	0.4968537865
713	0.4968282563
714	0.4968040399
715	0.4967804128
716	0.4967558672
717	0.4967321847
718	0.4967127601
719	0.4966952152
720	0.4966725236
721	0.4966500421
722	0.4966249529
723	0.4966015929
724	0.4965819598
725	0.4965537911
726	0.4965339337
727	0.4965143235
728	0.496488797
729	0.4964641106
730	0.496442433
731	0.4964217781
732	0.496398872
733	0.4963688884
734	0.4963492141
735	0.4963302006
736	0.496303507
737	0.4962850084
738	0.4962658483
739	0.4962472042
740	0.4962234631
741	0.4961995163
742	0.496177291
743	0.4961531398
744	0.4961298674
745	0.4961081199
746	0.4960828936
747	0.4960612558
748	0.49603888
749	0.4960205007
750	0.4959994635
751	0.4959764276
752	0.495953846
753	0.4959295895
754	0.4959081891
755	0.4958831806
756	0.4958597525
757	0.4958372867
758	0.4958175759
759	0.4957924663
760	0.4957724955
761	0.4957499725
762	0.495734454
763	0.4957130797
764	0.4956946993
765	0.4956650034
766	0.4956393405
767	0.49561676
768	0.4955961602
769	0.4955720357
770	0.4955449795
771	0.4955242855
772	0.4955036199
773	0.4954799661
774	0.4954605085
775	0.4954370539
776	0.4954178036
777	0.4953994319
778	0.4953820754
779	0.4953583968
780	0.4953357481
781	0.4953157604
782	0.4952958046
783	0.4952718154
784	0.4952512662
785	0.4952288661
786	0.4952052608
787	0.4951808136
788	0.4951554025
789	0.4951294694
790	0.4951061041
791	0.4950858073
792	0.4950643829
793	0.4950431861
794	0.4950227057
795	0.4950005565
796	0.4949721576
797	0.4949457052
798	0.4949244454
799	0.4949041697
800	0.4948867098
801	0.4948656566
802	0.4948411249
803	0.494821566
804	0.4948018366
805	0.4947849851
806	0.4947629255
807	0.4947412538
808	0.4947213737
809	0.4947009631
810	0.4946832506
811	0.4946638971
812	0.4946474765
813	0.494625282
814	0.4946026014
815	0.4945829905
816	0.4945650833
817	0.4945443747
818	0.4945228957
819	0.4945006167
820	0.4944788566
821	0.4944565527
822	0.4944385574
823	0.4944256067
824	0.4944086852
825	0.4943900489
826	0.4943693562
827	0.4943473536
828	0.4943275256
829	0.4943059323
830	0.4942901772
831	0.4942693786
832	0.4942504379
833	0.4942325532
834	0.4942104995
835	0.4941880728
836	0.494169337
837	0.4941438462
838	0.4941220661
839	0.4941003625
840	0.4940782372
841	0.4940562011
842	0.4940358557
843	0.4940143919
844	0.4939936387
845	0.4939774069
846	0.4939578654
847	0.4939366601
848	0.4939175786
849	0.4938939891
850	0.4938728717
851	0.4938530445
852	0.4938305972
853	0.4938073239
854	0.4937870306
855	0.4937646681
856	0.4937424335
857	0.4937232869
858	0.4937049562
859	0.4936813311
860	0.4936623089
861	0.4936397704
862	0.493623943
863	0.4936047198
864	0.4935854103
865	0.4935576559
866	0.4935425917
867	0.4935214684
868	0.4935016758
869	0.4934801513
870	0.493460429
871	0.4934381221
872	0.4934160025
873	0.4933942173
874	0.4933777736
875	0.493358653
876	0.4933317861
877	0.4933067497
878	0.4932810828
879	0.4932575182
880	0.4932368054
881	0.493216259
882	0.4931951603
883	0.4931740333
884	0.4931532003
885	0.4931335418
886	0.4931144935
887	0.4930933342
888	0.4930752635
889	0.493058366
890	0.4930375819
891	0.4930212237
892	0.4930019154
893	0.4929866645
894	0.4929647729
895	0.4929459722
896	0.4929254001
897	0.4929037489
898	0.4928840675
899	0.4928625835
900	0.492838288
901	0.4928139408
902	0.492788405
903	0.4927627522
904	0.492743589
905	0.4927190267
906	0.492697611
907	0.4926737382
908	0.4926520734
909	0.4926257863
910	0.4926060514
911	0.4925848321
912	0.4925662026
913	0.4925469339
914	0.4925204491
915	0.4925014978
916	0.4924798948
917	0.4924609415
918	0.4924381791
919	0.4924147938
920	0.4923930391
921	0.4923701965
922	0.4923514542
923	0.4923276923
924	0.4923027325
925	0.4922830574
926	0.4922624675
927	0.4922407458
928	0.4922178355
929	0.4921967403
930	0.4921784571
931	0.4921613331
932	0.4921379088
933	0.4921163333
934	0.492095133
935	0.4920750343
936	0.4920483688
937	0.492022213
938	0.4919981482
939	0.4919745383
940	0.4919568068
941	0.4919400615
942	0.4919264986
943	0.4919064434
944	0.491891254
945	0.4918729055
946	0.4918536954
947	0.4918324532
948	0.4918080599
949	0.491788966
950	0.4917656891
951	0.4917509219
952	0.4917323259
953	0.4917105223
954	0.4916835415
955	0.4916592997
956	0.4916370222
957	0.4916145858
958	0.491593521
959	0.4915796256
960	0.4915527262
961	0.491526725
962	0.4914991717
963	0.491483014
964	0.4914595658
965	0.4914342115
966	0.4914164432
967	0.4913918631
968	0.491369793
969	0.4913450579
970	0.4913284018
971	0.491308048
972	0.4912866615
973	0.4912660664
974	0.4912460163
975	0.4912225301
976	0.491202887
977	0.4911792038
978	0.4911504691
979	0.4911315534
980	0.4911076087
981	0.4910849661
982	0.4910663862
983	0.4910518606
984	0.4910277726
985	0.4910074726
986	0.4909856446
987	0.4909627023
988	0.4909468109
989	0.4909238666
990	0.4909051033
991	0.490887225
992	0.4908660449
993	0.4908442871
994	0.49082588
995	0.4908064141
996	0.4907837616
997	0.4907674225
998	0.4907500891
999	0.4907280557
